[1, 0.91650295, 28.671760002772015]
[2, 0.9341847, 19.304081402222316]
[3, 0.9219057, 14.921700842678547]
[4, 0.92436147, 17.152100872946903]
[5, 0.9125737, 16.137982407212256]
[6, 0.9233792, 17.07211333910624]
[7, 0.92436147, 14.184075136234362]
[8, 0.93713164, 19.17059224843979]
[9, 0.9076621, 13.9325770119826]
[10, 0.9297643, 16.459497721957693]
[11, 0.93074656, 14.455794429779054]
[12, 0.94056976, 16.631205928822357]
[13, 0.8521611, 15.770799789826073]
[14, 0.9395874, 12.630619588991005]
[15, 0.94155204, 15.22980823715528]
[16, 0.93074656, 15.585794681310654]
[17, 0.9425344, 11.812825218339759]
[18, 0.93565816, 14.437574943900108]
[19, 0.9386051, 16.51496761838595]
[20, 0.9425344, 13.25305715203285]
[21, 0.8894892, 11.82378701865673]
[22, 0.9430255, 14.045072266459465]
[23, 0.953831, 13.791989601900179]
[24, 0.9435167, 14.553596634666127]
[25, 0.9395874, 13.513301757971446]
[26, 0.9430255, 15.388880416750908]
[27, 0.9489195, 13.58855669995149]
[28, 0.9430255, 14.83064430405696]
[29, 0.9484283, 10.326134734133877]
[30, 0.9489195, 13.171540374088211]
[31, 0.94155204, 10.644027156538021]
[32, 0.9425344, 9.767494684139848]
[33, 0.95628685, 10.257179437081021]
[34, 0.94548136, 10.321861653526623]
[35, 0.956778, 12.917527158061665]
[36, 0.96119845, 12.21403988202413]
[37, 0.94056976, 13.417027443895739]
[38, 0.8629666, 10.911799383838948]
[39, 0.9503929, 9.48889040450255]
[40, 0.9366405, 10.77027357449474]
[41, 0.8423379, 9.176488739252092]
[42, 0.9459725, 9.237865660089058]
[43, 0.95481336, 11.846559966603914]
[44, 0.9582515, 10.810225913176934]
[45, 0.9587426, 10.25544208486875]
[46, 0.95481336, 8.942036055525143]
[47, 0.9410609, 12.75916400551796]
[48, 0.95628685, 8.426880668719306]
[49, 0.95776033, 12.270130667090415]
[50, 0.94155204, 12.288263149062795]
[51, 0.95628685, 6.386240464985371]
[52, 0.91748524, 11.983896086613337]
[53, 0.95481336, 10.210981775323551]
[54, 0.9435167, 10.267776470879713]
[55, 0.94056976, 6.912096232672533]
[56, 0.9518664, 10.649182813425858]
[57, 0.96070725, 4.906624862670898]
[58, 0.9587426, 12.412479662336409]
[59, 0.94646364, 9.962209017574786]
[60, 0.9651277, 6.347785630822181]
[61, 0.9508841, 6.086363486386836]
[62, 0.93074656, 10.553066873288179]
[63, 0.96070725, 11.313402410348255]
[64, 0.956778, 8.596138053635757]
[65, 0.95972496, 8.99547722786665]
[66, 0.89882123, 5.534494143724441]
[67, 0.96070725, 10.170420697828135]
[68, 0.95972496, 9.184093333284059]
[69, 0.96218073, 5.643730461100737]
[70, 0.9503929, 8.819970881938934]
[71, 0.9557957, 6.185730091730754]
[72, 0.96218073, 9.179722238008136]
[73, 0.9651277, 6.536959924296404]
[74, 0.9253438, 5.5088157879809545]
[75, 0.96070725, 9.876968998461964]
[76, 0.97053045, 5.6893179830580864]
[77, 0.96611, 6.021670843660831]
[78, 0.95726913, 10.54598538565527]
[79, 0.97053045, 5.562443989733759]
[80, 0.96218073, 7.954971432726597]
[81, 0.96218073, 6.92972889063288]
[82, 0.9626719, 6.084269851632416]
[83, 0.96218073, 7.723289182285467]
[84, 0.96119845, 5.519649225194009]
[85, 0.9582515, 7.493432311768024]
[86, 0.97053045, 7.100118883947531]
[87, 0.9700393, 5.439829233746664]
[88, 0.9710216, 5.7838797310988115]
[89, 0.96561885, 7.074338636646811]
[90, 0.96070725, 6.321230447043976]
[91, 0.97200394, 3.760011276374261]
[92, 0.9602161, 7.214807084976367]
[93, 0.9602161, 6.287715960554761]
[94, 0.97053045, 7.737116704707449]
[95, 0.9729862, 2.614373079598105]
[96, 0.9734774, 4.488196029037984]
[97, 0.9744597, 2.6231332647948573]
[98, 0.9626719, 4.850861451035278]
[99, 0.9710216, 4.788465909471355]
